cutoff,9,,,,,,,,,,,,,,,,,
Database,TandemPV,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Activity,"hydrogen production, electrolysis, 25 bar, domestic, EP2050",,,,,,,,,,,,,,,,,
type,process,,,,,,,,,,,,,,,,,
unit,kilogram,,,,,,,,,,,,,,,,,
Exchanges,,,,,,,,,,,,,,,,,,
name,amount,location,unit,categories,type,uncertainty type,loc,allocation,comment,reference product,,,,,,,,
"gasoline production, synthetic, from methanol, hydrogen from electrolysis, CO2 from DAC, energy allocation, at fuelling station, EP2050",1,CH,kilogram,,production,,,100,,"gasoline, synthetic, vehicle grade",,,,,,,,
"gasoline production, from methanol, hydrogen from electrolysis, CO2 from DAC, energy allocation, EP2050",1.00057,CH,kilogram,,technosphere,,,,,"gasoline, synthetic",,,,,,,,
"market for electricity, low voltage",0.0067,CH,kilowatt hour,,technosphere,,,,,"electricity, low voltage",,,,,,,,
market for fly ash and scrubber sludge,-0.000168,Europe without Switzerland,kilogram,,technosphere,,,,,fly ash and scrubber sludge,,,,,,,,
"market for heat, central or small-scale, other than natural gas",0.000584,CH,megajoule,,technosphere,,,,,"heat, central or small-scale, other than natural gas",,,,,,,,
"infrastructure construction, for regional distribution of oil product",2.60E-10,RER,unit,,technosphere,,,,,"infrastructure, for regional distribution of oil product",,,,,,,,
market for municipal solid waste,-0.00000627,CH,kilogram,,technosphere,,,,,municipal solid waste,,,,,,,,
market for rainwater mineral oil storage,-0.000075,Europe without Switzerland,cubic meter,,technosphere,,,,,rainwater mineral oil storage,,,,,,,,
market for tap water,0.000689,Europe without Switzerland,kilogram,,technosphere,,,,,tap water,,,,,,,,
"market for transport, freight train",0.0336,Europe without Switzerland,ton kilometer,,technosphere,,,,,"transport, freight train",,,,,,,,
"market for transport, freight, lorry, unspecified",0.0326,RER,ton kilometer,,technosphere,,,,,"transport, freight, lorry, unspecified",,,,,,,,
"treatment of wastewater, average, capacity 1E9l/year",-0.000000689,Europe without Switzerland,cubic meter,,technosphere,,,,,"wastewater, average",,,,,,,,
"Carbon dioxide, non-fossil",0.0017898,,kilogram,air,biosphere,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Activity,"Methane, synthetic, gaseous, 5 bar, from electrochemical methanation, at fuelling station, EP2050",,,,,,,,,,,,,,,,,
location,CH,,,,,,,,,,,,,,,,,
production amount,1,,,,,,,,,,,,,,,,,
reference product,"methane, high pressure",,,,,,,,,,,,,,,,,
type,process,,,,,,,,,,,,,,,,,
unit,kilogram,,,,,,,,,,,,,,,,,
comment,"This includes the distribution to the fuelling station, the pipeline, the losses during distribution (assumed to be 2%), the fuelling station infrastructure, and the losses at the fuelling station, all taken and aggregated from ecoinvent.",,,,,,,,,,,,,,,,,
source,"Life cycle assessment of power-to-gas with biogas as the carbon source. Xiaojin Zhang, Julia Witte, Tilman Schildhauer and Christian Bauer. https://doi.org/10.1039/C9SE00986H",,,,,,,,,,,,,,,,,
Exchanges,,,,,,,,,,,,,,,,,,
name,amount,database,location,categories,unit,type,reference product,,,,,,,,,,,
"Methane, synthetic, gaseous, 5 bar, from electrochemical methanation, at fuelling station, EP2050",1,syngas,CH,,kilogram,production,"methane, high pressure",,,,,,,,,,,
"methane, from electrochemical methanation, with carbon from atmospheric CO2 capture, EP2050",1.02,syngas,CH,,kilogram,technosphere,"methane, from electrochemical methanation",,,,,,,,,,,
"market for electricity, medium voltage",0.209888988,ecoinvent,CH,,kilowatt hour,technosphere,"electricity, medium voltage",,,,,,,,,,,
"market for heat, central or small-scale, biomethane",0.041393706,ecoinvent,CH,,megajoule,technosphere,"heat, central or small-scale, biomethane",,,,,,,,,,,
"pipeline construction, natural gas, high pressure distribution network",2.33775E-08,ecoinvent,RoW,,kilometer,technosphere,"pipeline, natural gas, high pressure distribution network",,,,,,,,,,,
market for natural gas service station,8.48E-08,ecoinvent,GLO,,unit,technosphere,natural gas service station,,,,,,,,,,,
"Carbon dioxide, non-fossil",1.38615E-05,biosphere3,,air,kilogram,biosphere,,,,,,,,,,,,
Hydrogen sulfide,4.39939E-09,biosphere3,,air,kilogram,biosphere,,,,,,,,,,,,
"Methane, non-fossil",0.00030042,biosphere3,,air,kilogram,biosphere,,,,,,,,,,,,
Nitrogen,1.2042E-06,biosphere3,,air,kilogram,biosphere,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Activity,"methane, from electrochemical methanation, with carbon from atmospheric CO2 capture, EP2050",,,,,,,,,,,,,,,,,
production amount,1,,,,,,,,,,,,,,,,,
reference product,"methane, from electrochemical methanation",,,,,,,,,,,,,,,,,
type,process,,,,,,,,,,,,,,,,,
unit,kilogram,,,,,,,,,,,,,,,,,
location,CH,,,,,,,,,,,,,,,,,
comment,"Originally in cubic meter. Composition: 96% CH4, 4% CO2, Density of gas: .708 kg/Nm3",,,,,,,,,,,,,,,,,
source,"Life cycle assessment of power-to-gas with biogas as the carbon source. Xiaojin Zhang, Julia Witte, Tilman Schildhauer and Christian Bauer. https://doi.org/10.1039/C9SE00986H",,,,,,,,,,,,,,,,,
Exchanges,,,,,,,,,,,,,,,,,,
name,amount,location,unit,categories,type,uncertainty type,loc,scale,database,reference product,comment,,,,,,,
"methane, from electrochemical methanation, with carbon from atmospheric CO2 capture, EP2050",1,CH,kilogram,Power to Gas::4.1 Methanation::Chemical,production,,,,syngas,"methane, from electrochemical methanation",,,,,,,,
Sabatier reaction methanation unit,8.06181E-06,RER,unit,Materials/fuels,technosphere,2,-12.07368391,0.418623762,syngas,Sabatier reaction methanation unit,,,,,,,,
"carbon dioxide, captured from atmosphere",2.768361582,RER,kilogram,Materials/fuels,technosphere,2,0.672944473,0.206054825,syngas,"carbon dioxide, captured from the atmosphere",,,,,,,,
"hydrogen production, gaseous, 25 bar, from electrolysis",0.50779661,RER,kilogram,Materials/fuels,technosphere,1,,,syngas,"Hydrogen, gaseous, 25 bar",,,,,,,,
production of nickle-based catalyst for methanation,0.000176554,RER,kilogram,Materials/fuels,technosphere,2,-8.987196821,0.074210003,syngas,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Activity,solution mining for geological hydrogen storage,,,,,,,,,,,,,,,,,
location,CH,,,,,,,,,,,,,,,,,
production amount,1,,,,,,,,,,,,,,,,,
reference product,solution mining,,,,,,,,,,,,,,,,,
type,process,,,,,,,,,,,,,,,,,
unit,kilogram,,,,,,,,,,,,,,,,,
comment,"LCI of solution mining for the future storage of 1 kg of hydrogen. Includes mostly the water demand, the water injection and the brine pumping. We use tap water for now, which is probably wrong. The salt cavern is assumed to be 500,000 m3 large. The available hydrogen amount is 4,000 tons per year, with a lifetime of 40 years, for a total capacity of 6,350 tons per year. Hence the inputs are normalized by 4,000 tons * 40 years. Here are some additional parameters. Water demand 10 m³/m³ (Niquet, 1978), Water demand, total 5,000,000 m³, Capacity pump 570 kW (van Ohlen, 2015), Efficiency pump 76 % (Flowserve, 2015), Pumping rate, water 250 m³/h (van Ohlen, 2015), Time for solution mining 20,000 h, Electricity demand pump 750 kWh/h, Electricity demand, total 15,000 MWh",,,,,,,,,,,,,,,,,
source,C. Wulf et al. / Journal of Cleaner Production 199 (2018) 431-443,,,,,,,,,,,,,,,,,
Exchanges,,,,,,,,,,,,,,,,,,
name,amount,database,location,categories,unit,type,reference product,,,,,,,,,,,
solution mining for geological hydrogen storage,1.00,ecoinvent,CH,,kilogram,production,solution mining,,,,,,,,,,,
"market for electricity, low voltage",0.09375,ecoinvent,CH,,kilowatt hour,technosphere,"electricity, low voltage",,,,,,,,,,,
market for tap water,31.25,ecoinvent,Europe without Switzerland,,kilogram,technosphere,tap water,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Activity,geological hydrogen storage,,,,,,,,,,,,,,,,,
location,CH,,,,,,,,,,,,,,,,,
production amount,1,,,,,,,,,,,,,,,,,
reference product,hydrogen storage,,,,,,,,,,,,,,,,,
type,process,,,,,,,,,,,,,,,,,
unit,kilogram,,,,,,,,,,,,,,,,,
comment,"LCI of storing 1 kg of hydrogen in a salt cavern. Includes only the electricity to inject the hydrogen in, and pump it out. Some additional parameters: Electricity demand compressor 0.240 kWh/kg H2 (Injection pressure for cavern between 85 and 170 bar. On average 44.25 bar difference of pressure). Electricity demand dryer 0.104 kWh/kg H2 (Hydrogen needs to be dried before reinjection into the pipeline). Lifetime 40 a (Noack et al., 2015; Stolzenburg et al., 2014). Inlet pressure cavern 85 bar. Inlet pressure dryer 50 bar. Electricity demand compressor 0.48 kWh/kg H2 (Injection pressure for pipeline from 50 bar (drier) to 100 bar pipeline).
",,,,,,,,,,,,,,,,,
source,C. Wulf et al. / Journal of Cleaner Production 199 (2018) 431-443,,,,,,,,,,,,,,,,,
Exchanges,,,,,,,,,,,,,,,,,,
name,amount,database,location,categories,unit,type,reference product,,,,,,,,,,,
geological hydrogen storage,1.00,ecoinvent,CH,,kilogram,production,hydrogen storage,,,,,,,,,,,
"market for electricity, low voltage",0.344,ecoinvent,CH,,kilowatt hour,technosphere,"electricity, low voltage",,,,,,,,,,,
,,,,,,,,,,,,
Activity,"electricity production, photovoltaic new",,,,,,,,,,,
production amount,1,,,,,,,,,,,
comment,no comment,,,,,,,,,,,
reference product,"electricity, low voltage",,,,,,,,,,,
location,CH,,,,,,,,,,,
unit,kilowatt hour,,,,,,,,,,,
type,process,,,,,,,,,,,
Exchanges,,,,,,,,,,,,
name,amount,database,location,unit,type,reference product,categories,comment,,,,
"electricity production, photovoltaic new",1,h2_pem,CH,kilowatt hour,production,"electricity, low voltage",,,,,,
"market for aluminium, wrought alloy",220,ecoinvent,GLO,kilogram,technosphere,"aluminium, wrought alloy",,,,,,
,,,,,,,,,,
Activity,MG_Si_APAC,,,,,,,,,
code,4b0c810d37434db5aad03ae74d09eb69_copy4,,,,,,,,,
comment,"Dataset is based on Table 6 of (Frischknecht et al. 2020). Names for inventory items listed by the original source are provided in the comments. Exact names of ecoinvent dataset for inventory items were not provided in the original source. Datasets from ecoinvent were therefore selected that provide a close as possible match to the name of the listed inventory item. - Frischknecht, R., Stolz, P., Krebs, L., de Wild-Scholten, M., & Sinha, P. (2020). Life Cycle Inventories and Life Cycle Assessments of Photovoltaic Systems. https://iea-pvps.org/wp-content/uploads/2020/12/IEA-PVPS-LCI-report-2020.pdf [Accessed 2022-05-11]",,,,,,,,,
location,APAC,,,,,,,,,
reference product,"MG-Silicon, at plant",,,,,,,,,
type,process,,,,,,,,,
unit,kilogram,,,,,,,,,
Exchanges,,,,,,,,,,
name,amount,database,location,unit,categories,type,comment,reference product,,
Aluminium,0.00000155,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Antimony,7.85E-09,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Arsenic,9.42E-09,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Boron,0.000000279,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Cadmium,3.14E-10,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Calcium,0.000000775,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
"Carbon dioxide, fossil",3.58,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
"Carbon dioxide, non-fossil",1.61,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
"Carbon monoxide, fossil",0.00138,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
"Carbon monoxide, non-fossil",0.00062,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Chlorine,7.85E-08,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Chromium,7.85E-09,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Cyanide,0.00000687,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Fluorine,3.88E-08,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
"Heat, waste",71.3,biosphere3,,megajoule,"air::low population density, long-term",biosphere,,,,
Hydrogen fluoride,0.000504,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Hydrogen sulfide,0.000504,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Iron,0.00000388,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Lead,0.000000344,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Mercury,7.85E-09,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
"NMVOC, non-methane volatile organic compounds, unspecified origin",0.000096,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Nitrogen oxides,0.00974,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
"Particulates, > 10 um",0.00775,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Potassium,0.000062,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Silicon,0.00751,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Sodium,0.000000775,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Sulfur dioxide,0.0122,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Tin,7.85E-09,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
MG_Si_APAC,1,TandemPV,APAC,kilogram,,production,,"MG-Silicon, at plant",,
graphite production,0.1,ei 3.8 cutoff,RER,kilogram,,technosphere,"graphite, at plant, RER",graphite,,
market for charcoal,0.17,ei 3.8 cutoff,GLO,kilogram,,technosphere,"charcoal, at plant, GLO",charcoal,,
market for coke,23.1,ei 3.8 cutoff,GLO,megajoule,,technosphere,"hard coal coke, at plant, RER",coke,,
"market for electricity, medium voltage",11,ei 3.8 cutoff,KR,kilowatt hour,,technosphere,"electricity, medium voltage, at grid, KR","electricity, medium voltage",,
"market for oxygen, liquid",0.02,ei 3.8 cutoff,RER,kilogram,,technosphere,"oxygen, liquid, at plant, RER","oxygen, liquid",,
"market for transport, freight, lorry, unspecified",0.156,ei 3.8 cutoff,RER,ton kilometer,,technosphere,"transport, freight, lorry, fleet average, RER","transport, freight, lorry, unspecified",,
"market for transport, freight, sea, container ship",2.55,ei 3.8 cutoff,GLO,ton kilometer,,technosphere,"transport, transoceanic freight ship, OCE","transport, freight, sea, container ship",,
"market for wood chips, wet, measured as dry mass",0.00325,ei 3.8 cutoff,Europe without Switzerland,kilogram,,technosphere,"wood chips, production mix, wet, measured as dry mass, at forest road & at sawmill, RER","wood chips, wet, measured as dry mass",,
"market group for transport, freight train",0.069,ei 3.8 cutoff,RER,ton kilometer,,technosphere,"transport, freight, rail, RER","transport, freight train",,
"petroleum coke production, petroleum refinery operation",0.5,ei 3.8 cutoff,Europe without Switzerland,kilogram,,technosphere,"petroleum coke, at refinery, RR",petroleum coke,,
silica sand production,2.7,ei 3.8 cutoff,DE,kilogram,,technosphere,"silica sand, at plant, DE",silica sand,,
silicone factory construction,1E-11,ei 3.8 cutoff,RER,unit,,technosphere,"silicone plant, RER",silicone factory,,
"treatment of slag from metallurgical grade silicon production, inert material landfill",-0.025,ei 3.8 cutoff,CH,kilogram,,technosphere,"disposal, slag from MG silicon production, 0% water, to inert material landfill, CH",slag from metallurgical grade silicon production,,
,,,,,,,,,,
Activity,MG_Si_CN,,,,,,,,,
code,4b0c810d37434db5aad03ae74d09eb69_copy3,,,,,,,,,
comment,"Dataset is based on Table 6 of (Frischknecht et al. 2020). Names for inventory items listed by the original source are provided in the comments. Exact names of ecoinvent dataset for inventory items were not provided in the original source. Datasets from ecoinvent were therefore selected that provide a close as possible match to the name of the listed inventory item. - Frischknecht, R., Stolz, P., Krebs, L., de Wild-Scholten, M., & Sinha, P. (2020). Life Cycle Inventories and Life Cycle Assessments of Photovoltaic Systems. https://iea-pvps.org/wp-content/uploads/2020/12/IEA-PVPS-LCI-report-2020.pdf [Accessed 2022-05-11]",,,,,,,,,
location,CN,,,,,,,,,
reference product,"MG-Silicon, at plant",,,,,,,,,
type,process,,,,,,,,,
unit,kilogram,,,,,,,,,
Exchanges,,,,,,,,,,
name,amount,database,location,unit,categories,type,comment,reference product,,
Aluminium,0.00000155,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Antimony,7.85E-09,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Arsenic,9.42E-09,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Boron,0.000000279,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Cadmium,3.14E-10,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Calcium,0.000000775,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
"Carbon dioxide, fossil",3.58,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
"Carbon dioxide, non-fossil",1.61,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
"Carbon monoxide, fossil",0.00138,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
"Carbon monoxide, non-fossil",0.00062,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Chlorine,7.85E-08,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Chromium,7.85E-09,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Cyanide,0.00000687,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Fluorine,3.88E-08,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
"Heat, waste",71.3,biosphere3,,megajoule,"air::low population density, long-term",biosphere,,,,
Hydrogen fluoride,0.000504,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Hydrogen sulfide,0.000504,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Iron,0.00000388,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Lead,0.000000344,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Mercury,7.85E-09,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
"NMVOC, non-methane volatile organic compounds, unspecified origin",0.000096,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Nitrogen oxides,0.00974,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
"Particulates, > 10 um",0.00775,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Potassium,0.000062,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Silicon,0.00751,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Sodium,0.000000775,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Sulfur dioxide,0.0122,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Tin,7.85E-09,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
MG_Si_CN,1,TandemPV,CN,kilogram,,production,,"MG-Silicon, at plant",,
graphite production,0.1,ei 3.8 cutoff,RER,kilogram,,technosphere,"graphite, at plant, RER",graphite,,
market for charcoal,0.17,ei 3.8 cutoff,GLO,kilogram,,technosphere,"charcoal, at plant, GLO",charcoal,,
market for coke,23.1,ei 3.8 cutoff,GLO,megajoule,,technosphere,"hard coal coke, at plant, RER",coke,,
"market for oxygen, liquid",0.02,ei 3.8 cutoff,RER,kilogram,,technosphere,"oxygen, liquid, at plant, RER","oxygen, liquid",,
"market for transport, freight, lorry, unspecified",0.156,ei 3.8 cutoff,RER,ton kilometer,,technosphere,"transport, freight, lorry, fleet average, RER","transport, freight, lorry, unspecified",,
"market for transport, freight, sea, container ship",2.55,ei 3.8 cutoff,GLO,ton kilometer,,technosphere,"transport, transoceanic freight ship, OCE","transport, freight, sea, container ship",,
"market for wood chips, wet, measured as dry mass",0.00325,ei 3.8 cutoff,Europe without Switzerland,kilogram,,technosphere,"wood chips, production mix, wet, measured as dry mass, at forest road & at sawmill, RER","wood chips, wet, measured as dry mass",,
"market group for electricity, medium voltage",11,ei 3.8 cutoff,CN,kilowatt hour,,technosphere,"electricity, medium voltage, at grid, CN","electricity, medium voltage",,
"market group for transport, freight train",0.069,ei 3.8 cutoff,RER,ton kilometer,,technosphere,"transport, freight, rail, RER","transport, freight train",,
"petroleum coke production, petroleum refinery operation",0.5,ei 3.8 cutoff,Europe without Switzerland,kilogram,,technosphere,"petroleum coke, at refinery, RR",petroleum coke,,
silica sand production,2.7,ei 3.8 cutoff,DE,kilogram,,technosphere,"silica sand, at plant, DE",silica sand,,
silicone factory construction,1E-11,ei 3.8 cutoff,RER,unit,,technosphere,"silicone plant, RER",silicone factory,,
"treatment of slag from metallurgical grade silicon production, inert material landfill",-0.025,ei 3.8 cutoff,CH,kilogram,,technosphere,"disposal, slag from MG silicon production, 0% water, to inert material landfill, CH",slag from metallurgical grade silicon production,,
,,,,,,,,,,
Activity,MG_Si_NO,,,,,,,,,
code,4b0c810d37434db5aad03ae74d09eb69_copy1,,,,,,,,,
comment,"Dataset is based on Table 6 of (Frischknecht et al. 2020). Names for inventory items listed by the original source are provided in the comments. Exact names of ecoinvent dataset for inventory items were not provided in the original source. Datasets from ecoinvent were therefore selected that provide a close as possible match to the name of the listed inventory item. - Frischknecht, R., Stolz, P., Krebs, L., de Wild-Scholten, M., & Sinha, P. (2020). Life Cycle Inventories and Life Cycle Assessments of Photovoltaic Systems. https://iea-pvps.org/wp-content/uploads/2020/12/IEA-PVPS-LCI-report-2020.pdf [Accessed 2022-05-11]",,,,,,,,,
location,NO,,,,,,,,,
reference product,"MG-Silicon, at plant",,,,,,,,,
type,process,,,,,,,,,
unit,kilogram,,,,,,,,,
Exchanges,,,,,,,,,,
name,amount,database,location,unit,categories,type,comment,reference product,,
Aluminium,0.00000155,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Antimony,7.85E-09,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Arsenic,9.42E-09,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Boron,0.000000279,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Cadmium,3.14E-10,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Calcium,0.000000775,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
"Carbon dioxide, fossil",3.58,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
"Carbon dioxide, non-fossil",1.61,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
"Carbon monoxide, fossil",0.00138,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
"Carbon monoxide, non-fossil",0.00062,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Chlorine,7.85E-08,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Chromium,7.85E-09,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Cyanide,0.00000687,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Fluorine,3.88E-08,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
"Heat, waste",71.3,biosphere3,,megajoule,"air::low population density, long-term",biosphere,,,,
Hydrogen fluoride,0.000504,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Hydrogen sulfide,0.000504,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Iron,0.00000388,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Lead,0.000000344,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Mercury,7.85E-09,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
"NMVOC, non-methane volatile organic compounds, unspecified origin",0.000096,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Nitrogen oxides,0.00974,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
"Particulates, > 10 um",0.00775,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Potassium,0.000062,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Silicon,0.00751,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Sodium,0.000000775,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Sulfur dioxide,0.0122,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Tin,7.85E-09,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
MG_Si_NO,1,TandemPV,NO,kilogram,,production,,"MG-Silicon, at plant",,
graphite production,0.1,ei 3.8 cutoff,RER,kilogram,,technosphere,"graphite, at plant, RER",graphite,,
market for charcoal,0.17,ei 3.8 cutoff,GLO,kilogram,,technosphere,"charcoal, at plant, GLO",charcoal,,
market for coke,23.1,ei 3.8 cutoff,GLO,megajoule,,technosphere,"hard coal coke, at plant, RER",coke,,
"market for electricity, medium voltage",11,ei 3.8 cutoff,NO,kilowatt hour,,technosphere,"electricity, medium voltage, at grid, NO","electricity, medium voltage",,
"market for oxygen, liquid",0.02,ei 3.8 cutoff,RER,kilogram,,technosphere,"oxygen, liquid, at plant, RER","oxygen, liquid",,
"market for transport, freight, lorry, unspecified",0.156,ei 3.8 cutoff,RER,ton kilometer,,technosphere,"transport, freight, lorry, fleet average, RER","transport, freight, lorry, unspecified",,
"market for transport, freight, sea, container ship",2.55,ei 3.8 cutoff,GLO,ton kilometer,,technosphere,"transport, transoceanic freight ship, OCE","transport, freight, sea, container ship",,
"market for wood chips, wet, measured as dry mass",0.00325,ei 3.8 cutoff,Europe without Switzerland,kilogram,,technosphere,"wood chips, production mix, wet, measured as dry mass, at forest road & at sawmill, RER","wood chips, wet, measured as dry mass",,
"market group for transport, freight train",0.069,ei 3.8 cutoff,RER,ton kilometer,,technosphere,"transport, freight, rail, RER","transport, freight train",,
"petroleum coke production, petroleum refinery operation",0.5,ei 3.8 cutoff,Europe without Switzerland,kilogram,,technosphere,"petroleum coke, at refinery, RR",petroleum coke,,
silica sand production,2.7,ei 3.8 cutoff,DE,kilogram,,technosphere,"silica sand, at plant, DE",silica sand,,
silicone factory construction,1E-11,ei 3.8 cutoff,RER,unit,,technosphere,"silicone plant, RER",silicone factory,,
"treatment of slag from metallurgical grade silicon production, inert material landfill",-0.025,ei 3.8 cutoff,CH,kilogram,,technosphere,"disposal, slag from MG silicon production, 0% water, to inert material landfill, CH",slag from metallurgical grade silicon production,,
,,,,,,,,,,
Activity,MG_Si_US,,,,,,,,,
code,4b0c810d37434db5aad03ae74d09eb69_copy2,,,,,,,,,
comment,"Dataset is based on Table 6 of (Frischknecht et al. 2020). Names for inventory items listed by the original source are provided in the comments. Exact names of ecoinvent dataset for inventory items were not provided in the original source. Datasets from ecoinvent were therefore selected that provide a close as possible match to the name of the listed inventory item. - Frischknecht, R., Stolz, P., Krebs, L., de Wild-Scholten, M., & Sinha, P. (2020). Life Cycle Inventories and Life Cycle Assessments of Photovoltaic Systems. https://iea-pvps.org/wp-content/uploads/2020/12/IEA-PVPS-LCI-report-2020.pdf [Accessed 2022-05-11]",,,,,,,,,
location,US,,,,,,,,,
reference product,"MG-Silicon, at plant",,,,,,,,,
type,process,,,,,,,,,
unit,kilogram,,,,,,,,,
Exchanges,,,,,,,,,,
name,amount,database,location,unit,categories,type,comment,reference product,,
Aluminium,0.00000155,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Antimony,7.85E-09,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Arsenic,9.42E-09,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Boron,0.000000279,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Cadmium,3.14E-10,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Calcium,0.000000775,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
"Carbon dioxide, fossil",3.58,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
"Carbon dioxide, non-fossil",1.61,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
"Carbon monoxide, fossil",0.00138,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
